#      mass       lower
 3.2186e-01  3.6720e-04
 3.2220e-01  3.6466e-04
 3.2255e-01  3.4686e-04
 3.2289e-01  3.1374e-04
 3.2323e-01  2.7987e-04
 3.2357e-01  2.4653e-04
 3.2392e-01  2.2794e-04
 3.2426e-01  2.2306e-04
 3.2461e-01  2.2401e-04
 3.2495e-01  2.1870e-04
 3.2530e-01  2.1564e-04
 3.2564e-01  2.1379e-04
 3.2599e-01  2.1545e-04
 3.2634e-01  2.1839e-04
 3.2668e-01  2.2502e-04
 3.2703e-01  2.3071e-04
 3.2738e-01  2.3009e-04
 3.2773e-01  2.3194e-04
 3.2808e-01  2.3387e-04
 3.2843e-01  2.3571e-04
 3.2878e-01  2.3717e-04
 3.2913e-01  2.2522e-04
 3.2948e-01  2.0927e-04
 3.2983e-01  1.9319e-04
 3.3018e-01  1.8659e-04
 3.3053e-01  1.8186e-04
 3.3089e-01  1.7527e-04
 3.3124e-01  1.7002e-04
 3.3159e-01  1.6739e-04
 3.3194e-01  1.6660e-04
 3.3230e-01  1.6574e-04
 3.3266e-01  1.6681e-04
 3.3301e-01  1.7124e-04
 3.3337e-01  1.7990e-04
 3.3372e-01  1.8707e-04
 3.3408e-01  1.9809e-04
 3.3444e-01  2.1673e-04
 3.3480e-01  2.2725e-04
 3.3515e-01  2.3897e-04
 3.3552e-01  2.4685e-04
 3.3587e-01  2.5715e-04
 3.3623e-01  2.5214e-04
 3.3659e-01  2.4578e-04
 3.3695e-01  2.3734e-04
 3.3731e-01  2.4148e-04
 3.3768e-01  2.5795e-04
 3.3804e-01  2.8593e-04
 3.3840e-01  3.0894e-04
 3.3876e-01  3.1778e-04
 3.3913e-01  3.1268e-04
 3.3949e-01  2.9386e-04
 3.3986e-01  2.7381e-04
 3.4022e-01  2.6880e-04
 3.4059e-01  2.6614e-04
 3.4095e-01  2.6431e-04
 3.4131e-01  2.6605e-04
 3.4168e-01  2.6606e-04
 3.4205e-01  2.6091e-04
 3.4242e-01  2.4969e-04
 3.4278e-01  2.4771e-04
 3.4316e-01  2.4221e-04
 3.4352e-01  2.4013e-04
 3.4389e-01  2.4374e-04
 3.4426e-01  2.4321e-04
 3.4463e-01  2.4390e-04
 3.4500e-01  2.4500e-04
 3.4537e-01  2.3951e-04
 3.4574e-01  2.3380e-04
 3.4612e-01  2.3208e-04
 3.4648e-01  2.2234e-04
 3.4686e-01  2.1218e-04
 3.4724e-01  2.1065e-04
 3.4761e-01  2.0848e-04
 3.4798e-01  2.0404e-04
 3.4835e-01  2.0176e-04
 3.4873e-01  2.0422e-04
 3.4911e-01  2.0877e-04
 3.4948e-01  2.1680e-04
 3.4986e-01  2.2677e-04
 3.5023e-01  2.3001e-04
 3.5061e-01  2.2880e-04
 3.5099e-01  2.1881e-04
 3.5137e-01  2.0326e-04
 3.5175e-01  1.9828e-04
 3.5213e-01  2.0162e-04
 3.5251e-01  2.0858e-04
 3.5289e-01  2.2167e-04
 3.5326e-01  2.2382e-04
 3.5365e-01  2.2449e-04
 3.5403e-01  2.3377e-04
 3.5441e-01  2.5000e-04
 3.5479e-01  2.8258e-04
 3.5518e-01  3.2143e-04
 3.5556e-01  3.4343e-04
 3.5594e-01  3.4463e-04
 3.5633e-01  3.2921e-04
 3.5671e-01  2.9241e-04
 3.5709e-01  2.5034e-04
 3.5748e-01  2.1700e-04
 3.5787e-01  2.0546e-04
 3.5825e-01  2.0277e-04
 3.5864e-01  2.0843e-04
 3.5902e-01  2.1907e-04
 3.5941e-01  2.3882e-04
 3.5980e-01  2.4752e-04
 3.6019e-01  2.3953e-04
 3.6058e-01  2.2367e-04
 3.6096e-01  2.1377e-04
 3.6135e-01  2.1667e-04
 3.6174e-01  2.3046e-04
 3.6213e-01  2.4912e-04
 3.6252e-01  2.5461e-04
 3.6291e-01  2.3993e-04
 3.6331e-01  2.1628e-04
 3.6369e-01  1.9220e-04
 3.6409e-01  1.7686e-04
 3.6448e-01  1.7179e-04
 3.6487e-01  1.7141e-04
 3.6527e-01  1.7507e-04
 3.6566e-01  1.8268e-04
 3.6606e-01  1.9176e-04
 3.6645e-01  2.0947e-04
 3.6684e-01  2.2489e-04
 3.6724e-01  2.3625e-04
 3.6763e-01  2.5272e-04
 3.6803e-01  2.8073e-04
 3.6843e-01  3.0027e-04
 3.6883e-01  3.1301e-04
 3.6922e-01  3.1583e-04
 3.6962e-01  3.1687e-04
 3.7002e-01  3.1729e-04
 3.7042e-01  3.1210e-04
 3.7082e-01  3.0965e-04
 3.7122e-01  2.9874e-04
 3.7162e-01  2.8262e-04
 3.7202e-01  2.6055e-04
 3.7242e-01  2.3391e-04
 3.7283e-01  2.1247e-04
 3.7322e-01  2.0027e-04
 3.7363e-01  1.9637e-04
 3.7403e-01  2.0578e-04
 3.7443e-01  2.2516e-04
 3.7484e-01  2.4769e-04
 3.7524e-01  2.6402e-04
 3.7565e-01  2.7412e-04
 3.7605e-01  2.6775e-04
 3.7646e-01  2.4164e-04
 3.7687e-01  2.1611e-04
 3.7727e-01  1.9907e-04
 3.7768e-01  1.9443e-04
 3.7809e-01  2.0628e-04
 3.7849e-01  2.2496e-04
 3.7890e-01  2.3879e-04
 3.7930e-01  2.3505e-04
 3.7972e-01  2.2472e-04
 3.8013e-01  2.0476e-04
 3.8053e-01  1.9381e-04
 3.8095e-01  1.8739e-04
 3.8136e-01  1.8790e-04
 3.8176e-01  1.9701e-04
 3.8218e-01  2.1579e-04
 3.8259e-01  2.3678e-04
 3.8300e-01  2.6460e-04
 3.8342e-01  2.8195e-04
 3.8382e-01  2.8798e-04
 3.8424e-01  2.7719e-04
 3.8466e-01  2.6374e-04
 3.8507e-01  2.6223e-04
 3.8548e-01  2.4957e-04
 3.8589e-01  2.3989e-04
 3.8631e-01  2.2858e-04
 3.8672e-01  2.1392e-04
 3.8714e-01  2.0453e-04
 3.8755e-01  2.1192e-04
 3.8798e-01  2.3038e-04
 3.8840e-01  2.5667e-04
 3.8881e-01  2.8040e-04
 3.8923e-01  2.7529e-04
 3.8965e-01  2.6392e-04
 3.9007e-01  2.5454e-04
 3.9048e-01  2.4689e-04
 3.9091e-01  2.3676e-04
 3.9132e-01  2.2367e-04
 3.9175e-01  2.1428e-04
 3.9217e-01  2.1310e-04
 3.9258e-01  2.1701e-04
 3.9301e-01  2.1880e-04
 3.9343e-01  2.1907e-04
 3.9385e-01  2.2457e-04
 3.9427e-01  2.3933e-04
 3.9470e-01  2.7062e-04
 3.9512e-01  3.1096e-04
 3.9555e-01  3.3913e-04
 3.9597e-01  3.3728e-04
 3.9639e-01  3.1161e-04
 3.9682e-01  2.6716e-04
 3.9724e-01  2.2801e-04
 3.9768e-01  1.9576e-04
 3.9810e-01  1.7705e-04
 3.9852e-01  1.6882e-04
 3.9896e-01  1.7229e-04
 3.9938e-01  1.8486e-04
 3.9981e-01  2.0406e-04
 4.0024e-01  2.2582e-04
 4.0067e-01  2.4200e-04
 4.0109e-01  2.4852e-04
 4.0153e-01  2.4797e-04
 4.0196e-01  2.4429e-04
 4.0238e-01  2.4880e-04
 4.0281e-01  2.7053e-04
 4.0325e-01  2.9403e-04
 4.0368e-01  3.1479e-04
 4.0411e-01  3.2120e-04
 4.0454e-01  3.1367e-04
 4.0498e-01  2.9709e-04
 4.0541e-01  2.7796e-04
 4.0584e-01  2.7035e-04
 4.0627e-01  2.6609e-04
 4.0671e-01  2.5835e-04
 4.0715e-01  2.4212e-04
 4.0758e-01  2.1826e-04
 4.0801e-01  1.9991e-04
 4.0846e-01  1.9160e-04
 4.0889e-01  1.9642e-04
 4.0933e-01  2.1283e-04
 4.0977e-01  2.4562e-04
 4.1021e-01  2.8000e-04
 4.1064e-01  2.9857e-04
 4.1108e-01  3.0183e-04
 4.1153e-01  2.8741e-04
 4.1197e-01  2.7507e-04
 4.1241e-01  2.4712e-04
 4.1285e-01  2.2489e-04
 4.1329e-01  2.1003e-04
 4.1373e-01  1.9456e-04
 4.1417e-01  1.8329e-04
 4.1462e-01  1.7515e-04
 4.1506e-01  1.7088e-04
 4.1551e-01  1.7220e-04
 4.1595e-01  1.7698e-04
 4.1639e-01  1.8525e-04
 4.1684e-01  1.9508e-04
 4.1729e-01  2.0227e-04
 4.1773e-01  2.0470e-04
 4.1818e-01  2.0689e-04
 4.1862e-01  2.1161e-04
 4.1908e-01  2.1261e-04
 4.1952e-01  2.0905e-04
 4.1997e-01  2.0335e-04
 4.2042e-01  2.0973e-04
 4.2087e-01  2.2738e-04
 4.2132e-01  2.4945e-04
 4.2177e-01  2.6151e-04
 4.2222e-01  2.6167e-04
 4.2267e-01  2.5472e-04
 4.2313e-01  2.4331e-04
 4.2358e-01  2.4251e-04
 4.2403e-01  2.4197e-04
 4.2448e-01  2.4875e-04
 4.2493e-01  2.5068e-04
 4.2539e-01  2.4957e-04
 4.2585e-01  2.4501e-04
 4.2630e-01  2.3878e-04
 4.2675e-01  2.2832e-04
 4.2721e-01  2.2212e-04
 4.2766e-01  2.1640e-04
 4.2812e-01  2.1928e-04
 4.2858e-01  2.2430e-04
 4.2904e-01  2.3544e-04
 4.2950e-01  2.5305e-04
 4.2996e-01  2.6586e-04
 4.3041e-01  2.6218e-04
 4.3087e-01  2.4496e-04
 4.3134e-01  2.3404e-04
 4.3180e-01  2.3122e-04
 4.3226e-01  2.3259e-04
 4.3272e-01  2.3481e-04
 4.3318e-01  2.4275e-04
 4.3364e-01  2.5760e-04
 4.3410e-01  2.7310e-04
 4.3457e-01  2.8431e-04
 4.3503e-01  2.9060e-04
 4.3550e-01  2.7832e-04
 4.3596e-01  2.5956e-04
 4.3643e-01  2.2634e-04
 4.3689e-01  2.1796e-04
 4.3736e-01  2.0904e-04
 4.3782e-01  2.1194e-04
 4.3829e-01  2.1625e-04
 4.3876e-01  2.2027e-04
 4.3923e-01  2.1533e-04
 4.3969e-01  2.0954e-04
 4.4016e-01  2.0702e-04
 4.4063e-01  2.1064e-04
 4.4110e-01  2.1718e-04
 4.4157e-01  2.1739e-04
 4.4204e-01  2.2603e-04
 4.4251e-01  2.3908e-04
 4.4298e-01  2.5772e-04
 4.4345e-01  2.7085e-04
 4.4393e-01  2.8974e-04
 4.4440e-01  3.0399e-04
 4.4487e-01  3.1634e-04
 4.4535e-01  3.1264e-04
 4.4582e-01  2.9844e-04
 4.4630e-01  2.8833e-04
 4.4677e-01  2.8050e-04
 4.4725e-01  2.7945e-04
 4.4772e-01  2.8121e-04
 4.4820e-01  2.8128e-04
 4.4868e-01  2.6686e-04
 4.4916e-01  2.4449e-04
 4.4964e-01  2.1682e-04
 4.5011e-01  1.9641e-04
 4.5059e-01  1.8487e-04
 4.5107e-01  1.8011e-04
 4.5156e-01  1.8189e-04
 4.5203e-01  1.8917e-04
 4.5251e-01  1.9635e-04
 4.5299e-01  2.0391e-04
 4.5348e-01  2.1047e-04
 4.5396e-01  2.2003e-04
 4.5444e-01  2.3141e-04
 4.5493e-01  2.4329e-04
 4.5541e-01  2.5813e-04
 4.5589e-01  2.5912e-04
 4.5638e-01  2.6105e-04
 4.5686e-01  2.6042e-04
 4.5735e-01  2.5532e-04
 4.5784e-01  2.4317e-04
 4.5832e-01  2.3517e-04
 4.5881e-01  2.2621e-04
 4.5930e-01  2.2073e-04
 4.5978e-01  2.1930e-04
 4.6027e-01  2.3347e-04
 4.6076e-01  2.4477e-04
 4.6125e-01  2.5752e-04
 4.6174e-01  2.7053e-04
 4.6223e-01  2.6848e-04
 4.6272e-01  2.6196e-04
 4.6321e-01  2.5521e-04
 4.6370e-01  2.4202e-04
 4.6419e-01  2.2140e-04
 4.6469e-01  2.1078e-04
 4.6518e-01  1.9535e-04
 4.6567e-01  1.9080e-04
 4.6617e-01  1.8149e-04
 4.6666e-01  1.7523e-04
 4.6715e-01  1.7008e-04
 4.6765e-01  1.7217e-04
 4.6815e-01  1.7789e-04
 4.6864e-01  1.8795e-04
 4.6914e-01  2.0083e-04
 4.6964e-01  2.2996e-04
 4.7014e-01  2.6523e-04
 4.7064e-01  2.9947e-04
 4.7113e-01  3.1975e-04
 4.7163e-01  3.3013e-04
 4.7214e-01  3.2539e-04
 4.7263e-01  3.1022e-04
 4.7314e-01  2.9144e-04
 4.7363e-01  2.5546e-04
 4.7414e-01  2.3271e-04
 4.7464e-01  2.1462e-04
 4.7514e-01  2.0109e-04
 4.7564e-01  1.9012e-04
 4.7615e-01  1.8641e-04
 4.7665e-01  1.8653e-04
 4.7716e-01  1.9328e-04
 4.7766e-01  2.0403e-04
 4.7817e-01  2.1588e-04
 4.7867e-01  2.3066e-04
 4.7918e-01  2.5967e-04
 4.7968e-01  2.7972e-04
 4.8020e-01  2.9973e-04
 4.8070e-01  3.1716e-04
 4.8121e-01  3.2235e-04
 4.8172e-01  3.1878e-04
 4.8223e-01  3.0908e-04
 4.8274e-01  2.9874e-04
 4.8325e-01  2.8988e-04
 4.8375e-01  2.8489e-04
 4.8427e-01  2.8853e-04
 4.8478e-01  3.0027e-04
 4.8529e-01  3.1897e-04
 4.8581e-01  3.3879e-04
 4.8632e-01  3.5410e-04
 4.8683e-01  3.6603e-04
 4.8735e-01  3.6323e-04
 4.8786e-01  3.4981e-04
 4.8837e-01  3.2507e-04
 4.8889e-01  2.8659e-04
 4.8941e-01  2.4178e-04
 4.8992e-01  2.0479e-04
 4.9044e-01  1.7820e-04
 4.9095e-01  1.6391e-04
 4.9148e-01  1.6172e-04
 4.9199e-01  1.6305e-04
 4.9251e-01  1.7140e-04
 4.9303e-01  1.8526e-04
 4.9355e-01  2.0413e-04
 4.9407e-01  2.2473e-04
 4.9459e-01  2.4426e-04
 4.9511e-01  2.5837e-04
 4.9563e-01  2.6213e-04
 4.9615e-01  2.7196e-04
 4.9668e-01  2.7299e-04
 4.9720e-01  2.7904e-04
 4.9773e-01  2.7852e-04
 4.9825e-01  2.7635e-04
 4.9877e-01  2.7356e-04
 4.9930e-01  2.7055e-04
 4.9982e-01  2.5981e-04
 5.0035e-01  2.4749e-04
 5.0088e-01  2.3947e-04
 5.0140e-01  2.4108e-04
 5.0193e-01  2.4110e-04
 5.0246e-01  2.4195e-04
 5.0299e-01  2.4202e-04
 5.0351e-01  2.3496e-04
 5.0404e-01  2.2429e-04
 5.0457e-01  2.0659e-04
 5.0510e-01  1.8928e-04
 5.0564e-01  1.7400e-04
 5.0617e-01  1.6303e-04
 5.0670e-01  1.5675e-04
 5.0723e-01  1.5360e-04
 5.0777e-01  1.5523e-04
 5.0830e-01  1.6098e-04
 5.0883e-01  1.7214e-04
 5.0937e-01  1.8451e-04
 5.0991e-01  1.9777e-04
 5.1044e-01  2.1311e-04
 5.1098e-01  2.2501e-04
 5.1152e-01  2.3304e-04
 5.1205e-01  2.3650e-04
 5.1259e-01  2.3162e-04
 5.1313e-01  2.2824e-04
 5.1367e-01  2.1999e-04
 5.1421e-01  2.1547e-04
 5.1475e-01  2.1027e-04
 5.1529e-01  2.0599e-04
 5.1583e-01  2.1058e-04
 5.1638e-01  2.2038e-04
 5.1692e-01  2.4806e-04
 5.1746e-01  2.7912e-04
 5.1801e-01  3.0524e-04
 5.1855e-01  3.2105e-04
 5.1910e-01  3.1682e-04
 5.1965e-01  3.0672e-04
 5.2020e-01  2.8317e-04
 5.2074e-01  2.6585e-04
 5.2129e-01  2.5039e-04
 5.2184e-01  2.5088e-04
 5.2239e-01  2.5494e-04
 5.2294e-01  2.7135e-04
 5.2349e-01  2.8579e-04
 5.2404e-01  3.1080e-04
 5.2459e-01  3.2534e-04
 5.2514e-01  3.3292e-04
 5.2569e-01  3.3420e-04
 5.2625e-01  3.2526e-04
 5.2680e-01  3.0863e-04
 5.2736e-01  2.8183e-04
 5.2792e-01  2.5371e-04
 5.2847e-01  2.3317e-04
 5.2903e-01  2.1280e-04
 5.2958e-01  1.9839e-04
 5.3014e-01  1.8883e-04
 5.3070e-01  1.8654e-04
 5.3126e-01  1.9114e-04
 5.3181e-01  1.9874e-04
 5.3238e-01  2.0590e-04
 5.3294e-01  2.0945e-04
 5.3350e-01  2.0979e-04
 5.3406e-01  2.1272e-04
 5.3462e-01  2.1093e-04
 5.3519e-01  2.1111e-04
 5.3575e-01  2.1432e-04
 5.3631e-01  2.1017e-04
 5.3688e-01  2.0453e-04
 5.3744e-01  1.9902e-04
 5.3801e-01  1.9570e-04
 5.3858e-01  1.9342e-04
 5.3914e-01  1.9399e-04
 5.3971e-01  2.0330e-04
 5.4028e-01  2.1802e-04
 5.4085e-01  2.3404e-04
 5.4142e-01  2.5707e-04
 5.4199e-01  2.7690e-04
 5.4256e-01  2.8722e-04
 5.4313e-01  2.8826e-04
 5.4370e-01  2.7943e-04
 5.4428e-01  2.7227e-04
 5.4485e-01  2.6261e-04
 5.4542e-01  2.5998e-04
 5.4599e-01  2.6172e-04
 5.4657e-01  2.6503e-04
 5.4715e-01  2.6505e-04
 5.4773e-01  2.6511e-04
 5.4830e-01  2.6208e-04
 5.4888e-01  2.5791e-04
 5.4946e-01  2.5901e-04
 5.5003e-01  2.6498e-04
 5.5061e-01  2.7882e-04
 5.5120e-01  2.9044e-04
 5.5178e-01  2.9752e-04
 5.5236e-01  2.9797e-04
 5.5294e-01  2.9304e-04
 5.5352e-01  2.8018e-04
 5.5410e-01  2.6820e-04
 5.5469e-01  2.4626e-04
 5.5527e-01  2.1861e-04
 5.5586e-01  1.9946e-04
 5.5645e-01  1.8235e-04
 5.5703e-01  1.7967e-04
 5.5762e-01  1.8293e-04
 5.5820e-01  2.0062e-04
 5.5879e-01  2.2181e-04
 5.5939e-01  2.3978e-04
 5.5997e-01  2.3763e-04
 5.6056e-01  2.1848e-04
 5.6115e-01  2.0631e-04
 5.6174e-01  2.0028e-04
 5.6233e-01  2.0875e-04
 5.6292e-01  2.1683e-04
 5.6352e-01  2.2145e-04
 5.6412e-01  2.1029e-04
 5.6471e-01  1.9109e-04
 5.6530e-01  1.8158e-04
 5.6590e-01  1.8104e-04
 5.6649e-01  1.9139e-04
 5.6709e-01  2.0935e-04
 5.6768e-01  2.1791e-04
 5.6829e-01  2.2529e-04
 5.6889e-01  2.2434e-04
 5.6949e-01  2.2836e-04
 5.7008e-01  2.3024e-04
 5.7068e-01  2.2720e-04
 5.7128e-01  2.3006e-04
 5.7188e-01  2.3040e-04
 5.7249e-01  2.3631e-04
 5.7310e-01  2.3678e-04
 5.7370e-01  2.2583e-04
 5.7430e-01  2.0927e-04
 5.7491e-01  1.9814e-04
 5.7551e-01  1.9719e-04
 5.7612e-01  2.0666e-04
 5.7672e-01  2.2190e-04
 5.7733e-01  2.3931e-04
 5.7794e-01  2.5486e-04
 5.7855e-01  2.6944e-04
 5.7916e-01  2.7682e-04
 5.7977e-01  2.8117e-04
 5.8038e-01  2.7579e-04
 5.8099e-01  2.8053e-04
 5.8160e-01  2.8760e-04
 5.8221e-01  2.9458e-04
 5.8282e-01  2.9330e-04
 5.8344e-01  2.8928e-04
 5.8406e-01  2.7805e-04
 5.8467e-01  2.7844e-04
 5.8529e-01  2.7084e-04
 5.8590e-01  2.6713e-04
 5.8652e-01  2.5720e-04
 5.8713e-01  2.5029e-04
 5.8775e-01  2.4178e-04
 5.8837e-01  2.3171e-04
 5.8900e-01  2.2019e-04
 5.8962e-01  2.1278e-04
 5.9024e-01  2.1352e-04
 5.9086e-01  2.2650e-04
 5.9148e-01  2.4603e-04
 5.9210e-01  2.6442e-04
 5.9272e-01  2.7334e-04
 5.9335e-01  2.6976e-04
 5.9397e-01  2.5889e-04
 5.9459e-01  2.4590e-04
 5.9523e-01  2.3843e-04
 5.9585e-01  2.3618e-04
 5.9648e-01  2.3877e-04
 5.9711e-01  2.4366e-04
 5.9774e-01  2.4730e-04
 5.9836e-01  2.4866e-04
 5.9899e-01  2.4000e-04
 5.9962e-01  2.2926e-04
 6.0025e-01  2.1799e-04
 6.0088e-01  2.0560e-04
 6.0152e-01  1.9885e-04
 6.0215e-01  1.9312e-04
 6.0278e-01  1.8738e-04
 6.0342e-01  1.8709e-04
 6.0406e-01  1.8737e-04
 6.0469e-01  1.9153e-04
 6.0533e-01  1.9945e-04
 6.0597e-01  2.0487e-04
 6.0660e-01  2.0354e-04
 6.0724e-01  2.0817e-04
 6.0787e-01  2.0720e-04
 6.0851e-01  2.0225e-04
 6.0915e-01  1.9537e-04
 6.0979e-01  1.8371e-04
 6.1043e-01  1.8036e-04
 6.1106e-01  1.7855e-04
 6.1171e-01  1.8147e-04
 6.1235e-01  1.9415e-04
 6.1298e-01  2.0990e-04
 6.1363e-01  2.2186e-04
 6.1426e-01  2.3412e-04
 6.1491e-01  2.4157e-04
 6.1554e-01  2.4252e-04
 6.1618e-01  2.4597e-04
 6.1683e-01  2.5744e-04
 6.1747e-01  2.7303e-04
 6.1811e-01  2.9488e-04
 6.1875e-01  3.0407e-04
 6.1939e-01  2.9525e-04
 6.2004e-01  2.7311e-04
 6.2068e-01  2.4713e-04
 6.2132e-01  2.3188e-04
 6.2197e-01  2.2676e-04
 6.2260e-01  2.2780e-04
 6.2325e-01  2.3848e-04
 6.2389e-01  2.4976e-04
 6.2454e-01  2.5863e-04
 6.2518e-01  2.7096e-04
 6.2582e-01  2.6760e-04
 6.2647e-01  2.6915e-04
 6.2712e-01  2.8020e-04
 6.2776e-01  2.9141e-04
 6.2841e-01  3.0255e-04
 6.2906e-01  2.9803e-04
 6.2970e-01  2.7785e-04
 6.3034e-01  2.4963e-04
 6.3100e-01  2.3385e-04
 6.3164e-01  2.2319e-04
 6.3228e-01  2.2478e-04
 6.3294e-01  2.2203e-04
 6.3359e-01  2.0633e-04
 6.3423e-01  1.8021e-04
 6.3488e-01  1.5917e-04
 6.3553e-01  1.4989e-04
 6.3619e-01  1.4840e-04
 6.3683e-01  1.5345e-04
 6.3748e-01  1.6263e-04
 6.3813e-01  1.7816e-04
 6.3878e-01  1.9950e-04
 6.3943e-01  2.2742e-04
 6.4008e-01  2.6844e-04
 6.4074e-01  3.0502e-04
 6.4139e-01  3.2888e-04
 6.4204e-01  3.3694e-04
 6.4269e-01  3.2641e-04
 6.4335e-01  3.1258e-04
 6.4399e-01  3.0400e-04
 6.4465e-01  3.1170e-04
 6.4530e-01  3.3168e-04
 6.4596e-01  3.3370e-04
 6.4661e-01  3.1836e-04
 6.4726e-01  2.9265e-04
 6.4792e-01  2.6553e-04
 6.4857e-01  2.4204e-04
 6.4922e-01  2.1992e-04
 6.4988e-01  2.0676e-04
 6.5054e-01  2.0432e-04
 6.5119e-01  2.0999e-04
 6.5184e-01  2.2467e-04
 6.5250e-01  2.4331e-04
 6.5315e-01  2.5034e-04
 6.5381e-01  2.4204e-04
 6.5447e-01  2.2041e-04
 6.5512e-01  1.9471e-04
 6.5578e-01  1.7692e-04
 6.5644e-01  1.6258e-04
 6.5709e-01  1.5714e-04
 6.5775e-01  1.6768e-04
 6.5841e-01  1.9147e-04
 6.5907e-01  2.2470e-04
 6.5973e-01  2.6196e-04
 6.6039e-01  2.8211e-04
 6.6104e-01  2.8835e-04
 6.6171e-01  2.7791e-04
 6.6236e-01  2.7175e-04
 6.6303e-01  2.6844e-04
 6.6369e-01  2.6850e-04
 6.6434e-01  2.6084e-04
 6.6501e-01  2.4450e-04
 6.6567e-01  2.2233e-04
 6.6633e-01  2.0923e-04
 6.6699e-01  2.0053e-04
 6.6766e-01  1.9425e-04
 6.6832e-01  1.8939e-04
 6.6898e-01  1.8560e-04
 6.6965e-01  1.7798e-04
 6.7031e-01  1.7373e-04
 6.7097e-01  1.6742e-04
 6.7164e-01  1.6101e-04
 6.7230e-01  1.5315e-04
 6.7297e-01  1.5088e-04
 6.7363e-01  1.5151e-04
 6.7429e-01  1.5843e-04
 6.7496e-01  1.6596e-04
 6.7563e-01  1.7719e-04
 6.7629e-01  1.9159e-04
 6.7696e-01  2.0576e-04
 6.7761e-01  2.2509e-04
 6.7829e-01  2.3348e-04
 6.7896e-01  2.3769e-04
 6.7962e-01  2.4235e-04
 6.8028e-01  2.5414e-04
 6.8095e-01  2.7252e-04
 6.8161e-01  2.8632e-04
 6.8229e-01  2.8754e-04
 6.8295e-01  2.8564e-04
 6.8362e-01  2.9201e-04
 6.8428e-01  2.9539e-04
 6.8495e-01  2.9886e-04
 6.8563e-01  2.9514e-04
 6.8629e-01  2.9186e-04
 6.8696e-01  2.9170e-04
 6.8763e-01  2.8229e-04
 6.8830e-01  2.7256e-04
 6.8897e-01  2.6854e-04
 6.8964e-01  2.7292e-04
 6.9030e-01  2.7476e-04
 6.9097e-01  2.8231e-04
 6.9164e-01  2.8052e-04
 6.9231e-01  2.6607e-04
 6.9299e-01  2.4407e-04
 6.9365e-01  2.2075e-04
 6.9433e-01  2.0669e-04
 6.9500e-01  2.0145e-04
 6.9567e-01  1.9952e-04
 6.9635e-01  1.9693e-04
 6.9702e-01  1.9249e-04
 6.9769e-01  1.9243e-04
 6.9836e-01  1.9623e-04
 6.9903e-01  2.0662e-04
 6.9971e-01  2.1676e-04
 7.0038e-01  2.2822e-04
 7.0106e-01  2.3864e-04
 7.0174e-01  2.5391e-04
 7.0241e-01  2.6406e-04
 7.0309e-01  2.6595e-04
 7.0376e-01  2.5593e-04
 7.0444e-01  2.3767e-04
 7.0511e-01  2.0677e-04
 7.0579e-01  1.8647e-04
 7.0647e-01  1.7189e-04
 7.0715e-01  1.6864e-04
 7.0783e-01  1.7878e-04
 7.0851e-01  1.9332e-04
 7.0919e-01  2.1119e-04
 7.0987e-01  2.2751e-04
 7.1055e-01  2.4409e-04
 7.1123e-01  2.5789e-04
 7.1191e-01  2.6669e-04
 7.1260e-01  2.6219e-04
 7.1328e-01  2.5576e-04
 7.1397e-01  2.5010e-04
 7.1465e-01  2.4934e-04
 7.1534e-01  2.6041e-04
 7.1601e-01  2.7035e-04
 7.1670e-01  2.8283e-04
 7.1739e-01  2.7515e-04
 7.1808e-01  2.5288e-04
 7.1877e-01  2.1899e-04
 7.1946e-01  1.9067e-04
 7.2013e-01  1.7332e-04
 7.2082e-01  1.6570e-04
 7.2152e-01  1.7090e-04
 7.2221e-01  1.8599e-04
 7.2290e-01  1.9621e-04
 7.2358e-01  1.9776e-04
 7.2428e-01  2.0377e-04
 7.2497e-01  2.1751e-04
 7.2565e-01  2.4415e-04
 7.2635e-01  2.7553e-04
 7.2705e-01  3.0703e-04
 7.2775e-01  3.2591e-04
 7.2843e-01  3.3381e-04
 7.2913e-01  3.3945e-04
 7.2983e-01  3.2811e-04
 7.3052e-01  3.1094e-04
 7.3122e-01  2.8366e-04
 7.3191e-01  2.5800e-04
 7.3261e-01  2.3392e-04
 7.3332e-01  2.1121e-04
 7.3401e-01  2.0544e-04
 7.3471e-01  2.0422e-04
 7.3540e-01  2.0850e-04
 7.3611e-01  2.0905e-04
 7.3680e-01  2.0957e-04
 7.3751e-01  2.0449e-04
 7.3820e-01  1.9604e-04
 7.3891e-01  1.8735e-04
 7.3962e-01  1.8463e-04
 7.4032e-01  1.8870e-04
 7.4101e-01  1.9519e-04
 7.4172e-01  2.0003e-04
 7.4242e-01  2.0707e-04
 7.4313e-01  2.2051e-04
 7.4383e-01  2.3425e-04
 7.4455e-01  2.4173e-04
 7.4525e-01  2.3800e-04
 7.4595e-01  2.1437e-04
 7.4667e-01  2.1764e-04
 7.4737e-01  2.3141e-04
 7.4809e-01  2.4971e-04
 7.4879e-01  2.6929e-04
 7.4950e-01  2.9050e-04
 7.5022e-01  3.1029e-04
 7.5092e-01  3.2897e-04
 7.5163e-01  3.3930e-04
 7.5235e-01  3.4648e-04
 7.5306e-01  3.5150e-04
 7.5377e-01  3.5201e-04
 7.5448e-01  3.4589e-04
 7.5520e-01  3.4576e-04
 7.5580e-01  1.0000e+05
 8.1636e-01  1.0000e+05
 8.1647e-01  2.7932e-04
 8.1724e-01  2.9615e-04
