0.1	0.015423724667989849
0.2	0.01616052228942279
0.30000000000000004	0.014186396018049803
0.4	0.013358890840229789
0.5	0.013980938454624385
0.6	0.015938367229956195
0.7000000000000001	0.014011060374928046
0.8	0.014022950493898515
0.9	0.011723429170722376
1.0	0.01012531226029543
1.1	0.010860214335417189
1.2000000000000002	0.009772890619781734
1.3000000000000003	0.008251368838686242
1.4000000000000001	0.008415227082543207
1.5000000000000002	0.007654708439074724
1.6	0.006444344549057823
1.7000000000000002	0.004930374463049692
1.8000000000000003	0.005080677215934896
1.9000000000000001	0.003908540869875803
2.0	0.0032766376593359316
2.1	0.00257542046440177
2.2	0.0022443850595299797
2.3000000000000003	0.0015163711877744612
2.4000000000000004	0.001239046460052529
2.5000000000000004	0.0008478849435479125
2.6	0.0006689623751793274
2.7	0.0004061669895639727
2.8000000000000003	0.00026152963176008027
2.9000000000000004	0.00013739474419706955
3.0000000000000004	6.300599707451109e-05
3.1	2.1703693503620953e-05
3.2	3.567124045469649e-06
3.3000000000000003	0.0
3.4000000000000004	0.0
3.5000000000000004	0.0
3.6	0.0
3.7	0.0
3.8000000000000003	0.0
3.9000000000000004	0.0
4.0	0.0
4.1	0.0
4.2	0.0
4.3	0.0
4.3999999999999995	0.0
4.5	0.0
4.6	0.0
4.7	0.0
4.8	0.0
4.9	0.0
5.0	0.0
5.1	0.0
5.2	0.0
5.3	0.0
5.4	0.0
5.5	0.0
5.6	0.0
5.7	0.0
5.8	0.0
5.9	0.0
6.0	0.0
6.1	0.0
6.2	0.0
6.3	0.0
6.4	0.0
6.5	0.0
6.6	0.0
6.7	0.0
6.8	0.0
6.9	0.0
7.0	0.0
7.1	0.0
7.2	0.0
7.3	0.0
7.4	0.0
7.5	0.0
7.6	0.0
7.7	0.0
7.8	0.0
7.9	0.0
8.0	0.0
8.1	0.0
8.2	0.0
8.3	0.0
8.4	0.0
8.5	0.0
8.6	0.0
8.7	0.0
8.8	0.0
8.9	0.0
9.0	0.0
9.1	0.0
9.2	0.0
9.3	0.0
9.4	0.0
9.5	0.0
9.6	0.0
9.700000000000001	0.0
9.8	0.0
9.9	0.0
10.0	0.0
